,City,City Link,Course,Course Link
356,Indio,http://www.golfcalifornia.com/courses/indio/,Rancho Casa Blanca Country Club,http://www.golfcalifornia.com/courses/indio/rancho-casa-blanca-cc/
357,Indio,http://www.golfcalifornia.com/courses/indio/,Royal/Indian at Indian Palms Golf & Country Club,http://www.golfcalifornia.com/courses/indio/indian-palms-royal-indian/
358,Indio,http://www.golfcalifornia.com/courses/indio/,Shadow Hills Golf Club,http://www.golfcalifornia.com/courses/indio/shadow-hills-gc/
359,Indio,http://www.golfcalifornia.com/courses/indio/,South Course at the Golf Club At Terra Lago,http://www.golfcalifornia.com/courses/indio/gc-at-terra-lago-south/
360,Ione,http://www.golfcalifornia.com/courses/ione/,Castle Oaks Golf Course,http://www.golfcalifornia.com/courses/ione/castle-oaks-gc/
361,Irvine,http://www.golfcalifornia.com/courses/irvine/,Oak Creek Golf Club,http://www.golfcalifornia.com/courses/irvine/oak-creek-gc/
362,Irvine,http://www.golfcalifornia.com/courses/irvine/,Rancho San Joaquin Golf Course,http://www.golfcalifornia.com/courses/irvine/rancho-san-joaquin-gc/
363,Irvine,http://www.golfcalifornia.com/courses/irvine/,Shady Canyon Golf Club,http://www.golfcalifornia.com/courses/irvine/shady-canyon-gc/
364,Irvine,http://www.golfcalifornia.com/courses/irvine/,Strawberry Farms Golf Club,http://www.golfcalifornia.com/courses/irvine/strawberry-farms-gc/
365,Jamul,http://www.golfcalifornia.com/courses/jamul/,Canyon/Ranch at Steele Canyon Golf Club,http://www.golfcalifornia.com/courses/jamul/steele-canyon-canyon-ranch/
366,Jamul,http://www.golfcalifornia.com/courses/jamul/,Canyon/Vineyard at Steele Canyon Golf Club,http://www.golfcalifornia.com/courses/jamul/steele-canyon-canyon-meadow/
367,Jamul,http://www.golfcalifornia.com/courses/jamul/,Ranch/Vineyard at Steele Canyon Golf Club,http://www.golfcalifornia.com/courses/jamul/steele-canyon-ranch-meadow/
368,Kelseyville,http://www.golfcalifornia.com/courses/kelseyville/,Buckingham Golf & Country Club,http://www.golfcalifornia.com/courses/kelseyville/buckingham-gcc/
369,Kelseyville,http://www.golfcalifornia.com/courses/kelseyville/,Riviera Hills Golf and Country Club,http://www.golfcalifornia.com/courses/kelseyville/riviera-hills-gcc/
370,Kerman,http://www.golfcalifornia.com/courses/kerman/,Fresno West Golf Course,http://www.golfcalifornia.com/courses/kerman/fresno-west-gc/
371,Kernville,http://www.golfcalifornia.com/courses/kernville/,Kern Valley Golf Course,http://www.golfcalifornia.com/courses/kernville/kern-valley-gc/
372,King City,http://www.golfcalifornia.com/courses/king-city/,King City Golf Course,http://www.golfcalifornia.com/courses/king-city/king-city-gc/
373,Kings Beach,http://www.golfcalifornia.com/courses/kings-beach/,Old Brockway Golf Course,http://www.golfcalifornia.com/courses/kings-beach/old-brockway-gc/
374,Kingsburg,http://www.golfcalifornia.com/courses/kingsburg/,Kings River Golf & Country Club,http://www.golfcalifornia.com/courses/kingsburg/kings-river-gcc/
375,La Canada,http://www.golfcalifornia.com/courses/la-canada/,La Canada Flintridge Country Club,http://www.golfcalifornia.com/courses/la-canada/la-canada-flintridge-cc/
376,La Grange,http://www.golfcalifornia.com/courses/la-grange/,Lake Don Pedro Golf & Country Club,http://www.golfcalifornia.com/courses/la-grange/lake-don-pedro-gcc/
377,La Habra,http://www.golfcalifornia.com/courses/la-habra/,Westridge Golf Club,http://www.golfcalifornia.com/courses/la-habra/westridge-gc/
378,La Habra Heights,http://www.golfcalifornia.com/courses/la-habra-heights/,Hacienda Golf Club,http://www.golfcalifornia.com/courses/la-habra-heights/hacienda-gc/
379,La Jolla,http://www.golfcalifornia.com/courses/la-jolla/,La Jolla Beach & Tennis Club,http://www.golfcalifornia.com/courses/la-jolla/la-jolla-beach-tennis-club/
380,La Jolla,http://www.golfcalifornia.com/courses/la-jolla/,La Jolla Country Club,http://www.golfcalifornia.com/courses/la-jolla/la-jolla-cc/
381,La Jolla,http://www.golfcalifornia.com/courses/la-jolla/,North at Torrey Pines Golf Course,http://www.golfcalifornia.com/courses/la-jolla/torrey-pines-north/
382,La Jolla,http://www.golfcalifornia.com/courses/la-jolla/,South at Torrey Pines Golf Course,http://www.golfcalifornia.com/courses/la-jolla/torrey-pines-south/
383,La Mesa,http://www.golfcalifornia.com/courses/la-mesa/,Sun Valley Golf Club,http://www.golfcalifornia.com/courses/la-mesa/sun-valley-gc/
384,La Mirada,http://www.golfcalifornia.com/courses/la-mirada/,La Mirada Golf Club,http://www.golfcalifornia.com/courses/la-mirada/la-mirada-gc/
385,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Andalusia at Coral Mountain,http://www.golfcalifornia.com/courses/la-quinta/andalusia-cc-east/
386,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Arnold Palmer Course at PGA West,http://www.golfcalifornia.com/courses/la-quinta/pga-west-palmer/
387,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Citrus Course at La Quinta Resort,http://www.golfcalifornia.com/courses/la-quinta/la-quinta-resort-citrus/
388,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Clive Clark Course at Hideaway Club,http://www.golfcalifornia.com/courses/la-quinta/hideaway-club-clark/
389,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Dunes Course at La Quinta Resort,http://www.golfcalifornia.com/courses/la-quinta/la-quinta-resort-dunes/
390,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Golf Club at La Quinta,http://www.golfcalifornia.com/courses/la-quinta/trilogy-at-la-quinta/
391,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Greg Norman Course at PGA West,http://www.golfcalifornia.com/courses/la-quinta/pga-west-norman/
392,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Jack Nicklaus Private Course at PGA West,http://www.golfcalifornia.com/courses/la-quinta/pga-west-nicklaus-private/
393,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Jack Nicklaus Tournament Course at PGA West,http://www.golfcalifornia.com/courses/la-quinta/pga-west-nicklaus-tournament/
394,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Jones Course at Rancho La Quinta,http://www.golfcalifornia.com/courses/la-quinta/rancho-la-quinta-jones-course/
395,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,La Quinta Country Club,http://www.golfcalifornia.com/courses/la-quinta/la-quinta-cc/
396,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Mountain Course at La Quinta Resort,http://www.golfcalifornia.com/courses/la-quinta/la-quinta-resort-mountain/
397,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Mountain View Country Club,http://www.golfcalifornia.com/courses/la-quinta/mountain-view-cc/
398,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Palm Royale Country Club,http://www.golfcalifornia.com/courses/la-quinta/palm-royale-cc/
399,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Par-3 at Tradition Golf Club,http://www.golfcalifornia.com/courses/la-quinta/tradition-gc-par3/
400,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Pate Course at Rancho La Quinta,http://www.golfcalifornia.com/courses/la-quinta/rancho-la-quinta-pate-course/
401,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Pete Dye Course at Hideaway Club,http://www.golfcalifornia.com/courses/la-quinta/hideaway-club-dye/
402,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,SilverRock Resort,http://www.golfcalifornia.com/courses/la-quinta/silverrock-resort/
403,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Stadium Course at PGA West,http://www.golfcalifornia.com/courses/la-quinta/pga-west-stadium/
404,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,The Madison Club,http://www.golfcalifornia.com/courses/la-quinta/madison-club/
405,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,The Palms Golf Club,http://www.golfcalifornia.com/courses/la-quinta/palms-gc/
406,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,The Quarry at La Quinta,http://www.golfcalifornia.com/courses/la-quinta/quarry/
407,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Tom Weiskopf Course at PGA West,http://www.golfcalifornia.com/courses/la-quinta/pga-west-weiskopf/
408,La Quinta,http://www.golfcalifornia.com/courses/la-quinta/,Tradition Golf Club,http://www.golfcalifornia.com/courses/la-quinta/tradition-gc/
409,La Verne,http://www.golfcalifornia.com/courses/la-verne/,Marshall Canyon Golf Course,http://www.golfcalifornia.com/courses/la-verne/marshall-canyon-gc/
410,La Verne,http://www.golfcalifornia.com/courses/la-verne/,Sierra La Verne Country Club,http://www.golfcalifornia.com/courses/la-verne/sierra-la-verne-cc/
411,Laguna Beach,http://www.golfcalifornia.com/courses/laguna-beach/,Aliso Creek Inn & Golf Course,http://www.golfcalifornia.com/courses/laguna-beach/aliso-creek-inn/
412,Laguna Niguel,http://www.golfcalifornia.com/courses/laguna-niguel/,El Niguel Country Club,http://www.golfcalifornia.com/courses/laguna-niguel/el-niguel-cc/
413,Laguna Woods,http://www.golfcalifornia.com/courses/laguna-woods/,First/Second at Laguna Woods Golf Club,http://www.golfcalifornia.com/courses/laguna-woods/laguna-woods-gc-12/
414,Laguna Woods,http://www.golfcalifornia.com/courses/laguna-woods/,First/Third at Laguna Woods Golf Club,http://www.golfcalifornia.com/courses/laguna-woods/laguna-woods-gc-13/
415,Laguna Woods,http://www.golfcalifornia.com/courses/laguna-woods/,Par-3 Course at Laguna Woods Golf Club,http://www.golfcalifornia.com/courses/laguna-woods/laguna-woods-gc-par3/
416,Laguna Woods,http://www.golfcalifornia.com/courses/laguna-woods/,Second/Third at Laguna Woods Golf Club,http://www.golfcalifornia.com/courses/laguna-woods/laguna-woods-gc-23/
417,Lake Almanor,http://www.golfcalifornia.com/courses/lake-almanor/,Bailey Creek Golf Course,http://www.golfcalifornia.com/courses/lake-almanor/bailey-creek-gc/
418,Lake Arrowhead,http://www.golfcalifornia.com/courses/lake-arrowhead/,Lake Arrowhead Country Club,http://www.golfcalifornia.com/courses/lake-arrowhead/lake-arrowhead-cc/
419,Lake Elizabeth,http://www.golfcalifornia.com/courses/lake-elizabeth/,Lake Elizabeth Golf & Ranch Club,http://www.golfcalifornia.com/courses/lake-elizabeth/lake-elizabeth-gc/
420,Lake Elsinore,http://www.golfcalifornia.com/courses/lake-elsinore/,The Links at Summerly,http://www.golfcalifornia.com/courses/lake-elsinore/links-at-summerly/
421,Lake Forest,http://www.golfcalifornia.com/courses/lake-forest/,Lake Forest Golf & Practice Center,http://www.golfcalifornia.com/courses/lake-forest/lake-forest-gc/
422,Lake San Marcos,http://www.golfcalifornia.com/courses/lake-san-marcos/,St. Mark Golf Course,http://www.golfcalifornia.com/courses/lake-san-marcos/lake-san-marcos-north/
423,Lakeside,http://www.golfcalifornia.com/courses/lakeside/,Barona Creek Golf Club,http://www.golfcalifornia.com/courses/lakeside/barona-creek-gc/
424,Lakeside,http://www.golfcalifornia.com/courses/lakeside/,Willowbrook Golf Course,http://www.golfcalifornia.com/courses/lakeside/willowbrook-gc/
425,Lakewood,http://www.golfcalifornia.com/courses/lakewood/,Lakewood Country Club,http://www.golfcalifornia.com/courses/lakewood/lakewood-cc/
426,Lancaster,http://www.golfcalifornia.com/courses/lancaster/,Lancaster Golf Center,http://www.golfcalifornia.com/courses/lancaster/lancaster-gc/
427,Lancaster,http://www.golfcalifornia.com/courses/lancaster/,Rancho Sierra Golf Course,http://www.golfcalifornia.com/courses/lancaster/rancho-sierra-gc/
428,Lawndale,http://www.golfcalifornia.com/courses/lawndale/,North Course at Alondra Park Golf Course,http://www.golfcalifornia.com/courses/lawndale/alondra-park-gc-north/
429,Lawndale,http://www.golfcalifornia.com/courses/lawndale/,South Par-3 at Alondra Park Golf Course,http://www.golfcalifornia.com/courses/lawndale/alondra-park-gc-south-par3/
430,Lemoore,http://www.golfcalifornia.com/courses/lemoore/,Lemoore Golf Course,http://www.golfcalifornia.com/courses/lemoore/lemoore-gc/
431,Likely,http://www.golfcalifornia.com/courses/likely/,Likely Place RV & Golf Resort,http://www.golfcalifornia.com/courses/likely/likely-place-rv-golf/
432,Lincoln,http://www.golfcalifornia.com/courses/lincoln/,Catta Verdera Country Club,http://www.golfcalifornia.com/courses/lincoln/catta-verdera-cc/
433,Lincoln,http://www.golfcalifornia.com/courses/lincoln/,Hills Course at Lincoln Hills Golf Club,http://www.golfcalifornia.com/courses/lincoln/lincoln-hills-gc-hills/
434,Lincoln,http://www.golfcalifornia.com/courses/lincoln/,Orchard Course at Lincoln Hills Golf Club,http://www.golfcalifornia.com/courses/lincoln/lincoln-hills-gc-orchard/
435,Lincoln,http://www.golfcalifornia.com/courses/lincoln/,Turkey Creek Golf Club,http://www.golfcalifornia.com/courses/lincoln/turkey-creek-gc/
436,Lindsay,http://www.golfcalifornia.com/courses/lindsay/,Lindsay Golf Course,http://www.golfcalifornia.com/courses/lindsay/lindsay-gc/
437,Little River,http://www.golfcalifornia.com/courses/little-river/,Little River Inn Golf Course,http://www.golfcalifornia.com/courses/little-river/little-river-inn-gc/
438,Livermore,http://www.golfcalifornia.com/courses/livermore/,Chardonnay/Zinfandel at Poppy Ridge Golf Course,http://www.golfcalifornia.com/courses/livermore/poppy-ridge-chardonnay-zinfandel/
439,Livermore,http://www.golfcalifornia.com/courses/livermore/,Links 9 at Las Positas Golf Course,http://www.golfcalifornia.com/courses/livermore/las-positas-gc-exec/
440,Livermore,http://www.golfcalifornia.com/courses/livermore/,Merlot/Chardonnay at Poppy Ridge Golf Course,http://www.golfcalifornia.com/courses/livermore/poppy-ridge-merlot-chardonnay/
441,Livermore,http://www.golfcalifornia.com/courses/livermore/,Signature 18 at Las Positas Golf Course,http://www.golfcalifornia.com/courses/livermore/las-positas-gc/
442,Livermore,http://www.golfcalifornia.com/courses/livermore/,Wente Vineyards Golf Course,http://www.golfcalifornia.com/courses/livermore/wente-vineyards-gc/
443,Livermore,http://www.golfcalifornia.com/courses/livermore/,Zinfandel/Merlot at Poppy Ridge Golf Course,http://www.golfcalifornia.com/courses/livermore/poppy-ridge-zinfandel-merlot/
444,Llano,http://www.golfcalifornia.com/courses/llano/,Crystalaire Country Club,http://www.golfcalifornia.com/courses/llano/crystalaire-cc/
445,Loch Lomond,http://www.golfcalifornia.com/courses/loch-lomond/,Adams Springs Golf Course,http://www.golfcalifornia.com/courses/loch-lomond/adam-springs-gc/
446,Lodi,http://www.golfcalifornia.com/courses/lodi/,Lockeford Springs Golf Course,http://www.golfcalifornia.com/courses/lodi/lockeford-springs-gc/
447,Lodi,http://www.golfcalifornia.com/courses/lodi/,Micke Grove Golf Links,http://www.golfcalifornia.com/courses/lodi/micke-grove-golf-links/
448,Lompoc,http://www.golfcalifornia.com/courses/lompoc/,La Purisima Golf Course,http://www.golfcalifornia.com/courses/lompoc/la-purisima-gc/
449,Lompoc,http://www.golfcalifornia.com/courses/lompoc/,Village Country Club,http://www.golfcalifornia.com/courses/lompoc/village-cc/
450,Lone Pine,http://www.golfcalifornia.com/courses/lone-pine/,Mt. Whitney Golf Club,http://www.golfcalifornia.com/courses/lone-pine/mt-whitney-gc/
451,Long Beach,http://www.golfcalifornia.com/courses/long-beach/,Bixby Village Golf Course,http://www.golfcalifornia.com/courses/long-beach/bixby-village-gc/
452,Long Beach,http://www.golfcalifornia.com/courses/long-beach/,El Dorado Park Golf Course,http://www.golfcalifornia.com/courses/long-beach/el-dorado-park-gc/
453,Long Beach,http://www.golfcalifornia.com/courses/long-beach/,Heartwell Golf Course,http://www.golfcalifornia.com/courses/long-beach/heartwell-gc/
454,Long Beach,http://www.golfcalifornia.com/courses/long-beach/,NIne Holes at Recreation Park Golf Course,http://www.golfcalifornia.com/courses/long-beach/recreation-park-gc-9holes/
455,Long Beach,http://www.golfcalifornia.com/courses/long-beach/,Recreation Park Golf Course,http://www.golfcalifornia.com/courses/long-beach/recreation-park-gc/
456,Long Beach,http://www.golfcalifornia.com/courses/long-beach/,Skylinks at Long Beach Golf Course,http://www.golfcalifornia.com/courses/long-beach/skylinks-gc/
457,Long Beach,http://www.golfcalifornia.com/courses/long-beach/,Virginia Country Club,http://www.golfcalifornia.com/courses/long-beach/virginia-cc/
458,Loomis,http://www.golfcalifornia.com/courses/loomis/,Indian Creek Golf Club,http://www.golfcalifornia.com/courses/loomis/indian-creek-gc/
459,Los Altos,http://www.golfcalifornia.com/courses/los-altos/,Los Altos Golf & Country Club,http://www.golfcalifornia.com/courses/los-altos/los-altos-gcc/
460,Los Angeles,http://www.golfcalifornia.com/courses/los-angeles/,Bel-Air Country Club,http://www.golfcalifornia.com/courses/los-angeles/bel-air-cc/
461,Los Angeles,http://www.golfcalifornia.com/courses/los-angeles/,Brentwood Country Club,http://www.golfcalifornia.com/courses/los-angeles/brentwood-cc/
462,Los Angeles,http://www.golfcalifornia.com/courses/los-angeles/,Chester Washington Golf Course,http://www.golfcalifornia.com/courses/los-angeles/chester-washington-gc/
463,Los Angeles,http://www.golfcalifornia.com/courses/los-angeles/,Hillcrest Country Club,http://www.golfcalifornia.com/courses/los-angeles/hillcrest-cc/
464,Los Angeles,http://www.golfcalifornia.com/courses/los-angeles/,Los Feliz Municipal Golf Course,http://www.golfcalifornia.com/courses/los-angeles/los-feliz-gc/
465,Los Angeles,http://www.golfcalifornia.com/courses/los-angeles/,Maggie Hathaway Golf Course,http://www.golfcalifornia.com/courses/los-angeles/maggie-hathaway-gc/
466,Los Angeles,http://www.golfcalifornia.com/courses/los-angeles/,North Course at Los Angeles Country Club,http://www.golfcalifornia.com/courses/los-angeles/lacc-north/
467,Los Angeles,http://www.golfcalifornia.com/courses/los-angeles/,Rancho Park Golf Course,http://www.golfcalifornia.com/courses/los-angeles/rancho-park/
468,Los Angeles,http://www.golfcalifornia.com/courses/los-angeles/,Rancho Park Par-3 Golf Course,http://www.golfcalifornia.com/courses/los-angeles/rancho-park-par3/
469,Los Angeles,http://www.golfcalifornia.com/courses/los-angeles/,Roosevelt Municipal Golf Course,http://www.golfcalifornia.com/courses/los-angeles/roosevelt-gc/
470,Los Angeles,http://www.golfcalifornia.com/courses/los-angeles/,South Course at Los Angeles Country Club,http://www.golfcalifornia.com/courses/los-angeles/lacc-south/
471,Los Angeles,http://www.golfcalifornia.com/courses/los-angeles/,Warren G. Harding Golf Course at Griffith Park,http://www.golfcalifornia.com/courses/los-angeles/griffith-park-warren-g-harding-gc/
472,Los Angeles,http://www.golfcalifornia.com/courses/los-angeles/,Westchester Golf Course,http://www.golfcalifornia.com/courses/los-angeles/westchester-gc/
473,Los Angeles,http://www.golfcalifornia.com/courses/los-angeles/,Wilshire Country Club,http://www.golfcalifornia.com/courses/los-angeles/wilshire-cc/
474,Los Angeles,http://www.golfcalifornia.com/courses/los-angeles/,Woodrow Wilson Golf Course at Griffith Park,http://www.golfcalifornia.com/courses/los-angeles/griffith-park-woodrow-wilson-gc/
475,Los Gatos,http://www.golfcalifornia.com/courses/los-gatos/,La Rinconada Country Club,http://www.golfcalifornia.com/courses/los-gatos/la-rinconada-cc/
476,Los Osos,http://www.golfcalifornia.com/courses/los-osos/,Sea Pines Golf Resort,http://www.golfcalifornia.com/courses/los-osos/sea-pines-resort/
477,Madera,http://www.golfcalifornia.com/courses/madera/,Dragonfly Golf Club,http://www.golfcalifornia.com/courses/madera/riverbend-gc/
478,Madera,http://www.golfcalifornia.com/courses/madera/,Madera Golf & Country Club,http://www.golfcalifornia.com/courses/madera/madera-gcc/
479,Madera,http://www.golfcalifornia.com/courses/madera/,Madera Municipal Golf Course,http://www.golfcalifornia.com/courses/madera/madera-municipal-gc/
480,Magalia,http://www.golfcalifornia.com/courses/magalia/,Paradise Pines Golf Club,http://www.golfcalifornia.com/courses/magalia/paradise-pines-gc/
481,Malibu,http://www.golfcalifornia.com/courses/malibu/,Malibu Golf Club,http://www.golfcalifornia.com/courses/malibu/malibu-cc/
482,Mammoth Lakes,http://www.golfcalifornia.com/courses/mammoth-lakes/,Sierra Star Golf Club,http://www.golfcalifornia.com/courses/mammoth-lakes/sierra-star-gc/
483,Mammoth Lakes,http://www.golfcalifornia.com/courses/mammoth-lakes/,Snow Creek Golf Course,http://www.golfcalifornia.com/courses/mammoth-lakes/snowcreek-gc/
484,Manhattan Beach,http://www.golfcalifornia.com/courses/manhattan-beach/,Manhattan Beach Golf Club,http://www.golfcalifornia.com/courses/manhattan-beach/marriott-gc/
485,Manteca,http://www.golfcalifornia.com/courses/manteca/,French Camp RV Park Resort & Golf Cours,http://www.golfcalifornia.com/courses/manteca/french-camp-gc/
486,Manteca,http://www.golfcalifornia.com/courses/manteca/,Manteca Park Golf Course,http://www.golfcalifornia.com/courses/manteca/manteca-park-gc/
487,Marysville,http://www.golfcalifornia.com/courses/marysville/,Peach Tree Golf & Country Club,http://www.golfcalifornia.com/courses/marysville/peach-tree-gcc/
488,Marysville,http://www.golfcalifornia.com/courses/marysville/,Plumas Lake Golf & Country Club,http://www.golfcalifornia.com/courses/marysville/plumas-lake-gcc/
489,Mather,http://www.golfcalifornia.com/courses/mather/,Mather Golf Course,http://www.golfcalifornia.com/courses/mather/mather-gc/
490,McCloud,http://www.golfcalifornia.com/courses/mccloud/,McCloud Golf Club,http://www.golfcalifornia.com/courses/mccloud/mccloud-gc/
491,McKinleyville,http://www.golfcalifornia.com/courses/mckinleyville/,Beau Pre Golf Club,http://www.golfcalifornia.com/courses/mckinleyville/beau-pre-gc/
492,Meadow Vista,http://www.golfcalifornia.com/courses/meadow-vista/,Winchester Country Club,http://www.golfcalifornia.com/courses/meadow-vista/winchester-cc/
493,Menifee,http://www.golfcalifornia.com/courses/menifee/,The Lakes Golf Course at Menifee Lakes Country Club,http://www.golfcalifornia.com/courses/menifee/menifee-lakes-cc-lakes/
494,Menifee,http://www.golfcalifornia.com/courses/menifee/,The Palms Golf Course at Menifee Lakes Country Club,http://www.golfcalifornia.com/courses/menifee/menifee-lakes-cc-palms/
495,Menlo Park,http://www.golfcalifornia.com/courses/menlo-park/,Sharon Heights Golf & Country Club,http://www.golfcalifornia.com/courses/menlo-park/sharon-heights-gcc/
496,Merced,http://www.golfcalifornia.com/courses/merced/,Merced Golf & Country Club,http://www.golfcalifornia.com/courses/merced/merced-gcc/
497,Middletown,http://www.golfcalifornia.com/courses/middletown/,Langtry Farms Golf Club,http://www.golfcalifornia.com/courses/middletown/langtry-farms-gc/
498,Mill Valley,http://www.golfcalifornia.com/courses/mill-valley/,Mill Valley Golf Course,http://www.golfcalifornia.com/courses/mill-valley/mill-valley-gc/
499,Millbrae,http://www.golfcalifornia.com/courses/millbrae/,Green Hills Country Club,http://www.golfcalifornia.com/courses/millbrae/green-hills-cc/
500,Milpitas,http://www.golfcalifornia.com/courses/milpitas/,Spring Valley Golf Course,http://www.golfcalifornia.com/courses/milpitas/spring-valley-gc/
501,Milpitas,http://www.golfcalifornia.com/courses/milpitas/,Summitpointe Golf Club,http://www.golfcalifornia.com/courses/milpitas/summitpointe-gc/
502,Mira Loma,http://www.golfcalifornia.com/courses/mira-loma/,Goose Creek Golf Club,http://www.golfcalifornia.com/courses/mira-loma/goose-creek-gc/
503,Mission Viejo,http://www.golfcalifornia.com/courses/mission-viejo/,Arroyo Trabuco Golf Club,http://www.golfcalifornia.com/courses/mission-viejo/arroyo-trabuco-gc/
504,Mission Viejo,http://www.golfcalifornia.com/courses/mission-viejo/,Casta del Sol Golf Course,http://www.golfcalifornia.com/courses/mission-viejo/casta-del-sol-gc/
505,Mission Viejo,http://www.golfcalifornia.com/courses/mission-viejo/,Mission Viejo Country Club,http://www.golfcalifornia.com/courses/mission-viejo/mission-viejo-cc/
506,Modesto,http://www.golfcalifornia.com/courses/modesto/,Bluff/River at Del Rio Country Club,http://www.golfcalifornia.com/courses/modesto/del-rio-cc-bluff-river/
507,Modesto,http://www.golfcalifornia.com/courses/modesto/,Creekside Golf Course,http://www.golfcalifornia.com/courses/modesto/creekside-gc/
508,Modesto,http://www.golfcalifornia.com/courses/modesto/,Dryden Park Golf Course,http://www.golfcalifornia.com/courses/modesto/dryden-park-gc/
509,Modesto,http://www.golfcalifornia.com/courses/modesto/,Modesto Municipal Golf Course,http://www.golfcalifornia.com/courses/modesto/modesto-municipal-gc/
510,Modesto,http://www.golfcalifornia.com/courses/modesto/,Oak/Bluff at Del Rio Country Club,http://www.golfcalifornia.com/courses/modesto/del-rio-cc-oak-bluff/
511,Modesto,http://www.golfcalifornia.com/courses/modesto/,River/Oak at Del Rio Country Club,http://www.golfcalifornia.com/courses/modesto/del-rio-cc-river-oak/
512,Modesto,http://www.golfcalifornia.com/courses/modesto/,St. Stanislaus Golf Course,http://www.golfcalifornia.com/courses/modesto/st-stanislaus-gc/
513,Montague,http://www.golfcalifornia.com/courses/montague/,Shasta Valley Country Club,http://www.golfcalifornia.com/courses/montague/shasta-valley-cc/
514,Monte Rio,http://www.golfcalifornia.com/courses/monte-rio/,Northwood Golf Club,http://www.golfcalifornia.com/courses/monte-rio/northwood-gc/
515,Montebello,http://www.golfcalifornia.com/courses/montebello/,Montebello Country Club,http://www.golfcalifornia.com/courses/montebello/montebello-cc/
516,Monterey,http://www.golfcalifornia.com/courses/monterey/,Del Monte Golf Course,http://www.golfcalifornia.com/courses/monterey/del-monte-gc/
517,Monterey,http://www.golfcalifornia.com/courses/monterey/,Laguna Seca Golf Ranch,http://www.golfcalifornia.com/courses/monterey/laguna-seca-golf-ranch/
518,Monterey,http://www.golfcalifornia.com/courses/monterey/,Monterey Pines Golf Course,http://www.golfcalifornia.com/courses/monterey/monterey-pines/
519,Monterey,http://www.golfcalifornia.com/courses/monterey/,Nicklaus Club-Monterey,http://www.golfcalifornia.com/courses/monterey/pasadera-gcc/
520,Monterey Park,http://www.golfcalifornia.com/courses/monterey-park/,Monterey Park Golf Course,http://www.golfcalifornia.com/courses/monterey-park/monterey-park-gc/
521,Moorpark,http://www.golfcalifornia.com/courses/moorpark/,Canyon Crest Course at Moorpark Country Club,http://www.golfcalifornia.com/courses/moorpark/moorpark-cc-canyon-crest/
522,Moorpark,http://www.golfcalifornia.com/courses/moorpark/,Creekside Course at Moorpark Country Club,http://www.golfcalifornia.com/courses/moorpark/moorpark-cc-creekside/
523,Moorpark,http://www.golfcalifornia.com/courses/moorpark/,Ridgeline Course at Moorpark Country Club,http://www.golfcalifornia.com/courses/moorpark/moorpark-cc-ridgeline/
524,Moorpark,http://www.golfcalifornia.com/courses/moorpark/,Rustic Canyon Golf Course,http://www.golfcalifornia.com/courses/moorpark/rustic-canyon-gc/
525,Moorpark,http://www.golfcalifornia.com/courses/moorpark/,Tierra Rejada Golf Club,http://www.golfcalifornia.com/courses/moorpark/tierra-rejada-gc/
526,Moraga,http://www.golfcalifornia.com/courses/moraga/,Moraga Country Club,http://www.golfcalifornia.com/courses/moraga/moraga-cc/
527,Moreno Valley,http://www.golfcalifornia.com/courses/moreno-valley/,Cottonwood Golf Center ,http://www.golfcalifornia.com/courses/moreno-valley/cottonwood-gc/
528,Moreno Valley,http://www.golfcalifornia.com/courses/moreno-valley/,Lake/Valley at Moreno Valley Ranch Golf Club,http://www.golfcalifornia.com/courses/moreno-valley/moreno-valley-ranch-lake-valley/
529,Moreno Valley,http://www.golfcalifornia.com/courses/moreno-valley/,Mountain/Lake at Moreno Valley Ranch Golf Club,http://www.golfcalifornia.com/courses/moreno-valley/moreno-valley-ranch-mountain-lake/
530,Moreno Valley,http://www.golfcalifornia.com/courses/moreno-valley/,Quail Ranch Golf Course,http://www.golfcalifornia.com/courses/moreno-valley/quail-ranch-gc/
531,Moreno Valley,http://www.golfcalifornia.com/courses/moreno-valley/,Valley/Mountain at Moreno Valley Ranch Golf Club,http://www.golfcalifornia.com/courses/moreno-valley/moreno-valley-ranch-valley-mountain/
